"categoryId","categoryTitle","chargeId","chargeCode","degreeCode","chargeTitle","degreeId","degreeLabel","classification","tags","liabilityId","liabilityLabel","liabilityFineMultiplier","liabilityTimeMultiplier","baseFine","baseTime","baseSeverity","minFine","minTime","minSeverity","maxFine","maxTime","maxSeverity","mitigatingAppliedForMin","aggravatingAppliedForMax","modifierIds"
"offenses-against-persons","Offenses Against Persons","murder","EF-PC-01-004","EF-PC-01-004-B","Murder","first-degree-murder","First Degree Murder","felony","felony;homicide;person;victim-specific;violent","principal","Principal Actor","1","1","4000","65","713.25","2040","23","275.17","18000","116","1294.16","cooperation;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;firearm-discharged;multiple-victims;prior-conviction:ten-plus-priors;on-release","public-servant-victim;cooperation;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","murder","EF-PC-01-004","EF-PC-01-004-B","Murder","first-degree-murder","First Degree Murder","felony","felony;homicide;person;victim-specific;violent","accessory","Accessory","0.6","0.7","2400","46","503.99","1224","16","194.99","11000","88","984.88","cooperation;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;firearm-discharged;multiple-victims;prior-conviction:ten-plus-priors;on-release","public-servant-victim;cooperation;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","murder","EF-PC-01-004","EF-PC-01-004-B","Murder","first-degree-murder","First Degree Murder","felony","felony;homicide;person;victim-specific;violent","attempted","Attempted","0.85","0.75","3400","49","545.81","1734","17","211.64","15375","92","1044","cooperation;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;firearm-discharged;multiple-victims;prior-conviction:ten-plus-priors;on-release","public-servant-victim;cooperation;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","murder","EF-PC-01-004","EF-PC-01-004-B","Murder","first-degree-murder","First Degree Murder","felony","felony;homicide;person;victim-specific;violent","conspiracy","Conspiracy","0.9","0.9","3600","59","645","1836","20","242.85","16250","106","1187.48","cooperation;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;firearm-discharged;multiple-victims;prior-conviction:ten-plus-priors;on-release","public-servant-victim;cooperation;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","unlawful-imprisonment","EF-PC-01-005","EF-PC-01-005-A","Unlawful Imprisonment","unlawful-imprisonment","Unlawful Imprisonment","misdemeanor","misdemeanor;person;victim-specific","principal","Principal Actor","1","1","300","1","27.32","180","0","13.42","1050","7","102.4","cooperation;voluntary-surrender;first-offense","public-servant-victim;multiple-victims;prior-conviction:ten-plus-priors","public-servant-victim;cooperation;multiple-victims;prior-conviction;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","kidnapping-and-hostage-taking","EF-PC-01-006","EF-PC-01-006-A","Kidnapping and Hostage Taking","kidnapping","Kidnapping","felony","felony;person;victim-specific;violent","principal","Principal Actor","1","1","1500","25","288.73","765","9","117.66","7063","58","664.04","cooperation;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;firearm-discharged;multiple-victims;prior-conviction:ten-plus-priors;on-release","public-servant-victim;cooperation;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","kidnapping-and-hostage-taking","EF-PC-01-006","EF-PC-01-006-A","Kidnapping and Hostage Taking","kidnapping","Kidnapping","felony","felony;person;victim-specific;violent","attempted","Attempted","0.6","0.6","900","15","180","459","5","71.42","4438","44","506.62","cooperation;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;firearm-discharged;multiple-victims;prior-conviction:ten-plus-priors;on-release","public-servant-victim;cooperation;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","kidnapping-and-hostage-taking","EF-PC-01-006","EF-PC-01-006-A","Kidnapping and Hostage Taking","kidnapping","Kidnapping","felony","felony;person;victim-specific;violent","accessory","Accessory","0.3","0.4667","450","12","137.89","230","4","55.17","2469","39","439.69","cooperation;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;firearm-discharged;multiple-victims;prior-conviction:ten-plus-priors;on-release","public-servant-victim;cooperation;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","kidnapping-and-hostage-taking","EF-PC-01-006","EF-PC-01-006-A","Kidnapping and Hostage Taking","kidnapping","Kidnapping","felony","felony;person;victim-specific;violent","conspiracy","Conspiracy","0.9","0.9","1350","23","261.74","689","8","106.25","6406","55","630.04","cooperation;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;firearm-discharged;multiple-victims;prior-conviction:ten-plus-priors;on-release","public-servant-victim;cooperation;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","kidnapping-and-hostage-taking","EF-PC-01-006","EF-PC-01-006-B","Kidnapping and Hostage Taking","hostage-taking","Hostage Taking","felony","commercial;economic;felony;government;person;victim-specific;violent","principal","Principal Actor","1","1","2250","35","397.43","1148","12","153.88","10344","73","831.71","cooperation;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;firearm-discharged;multiple-victims;prior-conviction:ten-plus-priors;on-release","public-servant-victim;cooperation;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","kidnapping-and-hostage-taking","EF-PC-01-006","EF-PC-01-006-B","Kidnapping and Hostage Taking","hostage-taking","Hostage Taking","felony","commercial;economic;felony;government;person;victim-specific;violent","attempted","Attempted","0.6","0.6","1350","21","246.74","689","7","96.25","6406","52","600.04","cooperation;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;firearm-discharged;multiple-victims;prior-conviction:ten-plus-priors;on-release","public-servant-victim;cooperation;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","kidnapping-and-hostage-taking","EF-PC-01-006","EF-PC-01-006-B","Kidnapping and Hostage Taking","hostage-taking","Hostage Taking","felony","commercial;economic;felony;government;person;victim-specific;violent","accessory","Accessory","0.2","0.5","450","18","196.21","230","6","75.17","2469","47","519.69","cooperation;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;firearm-discharged;multiple-victims;prior-conviction:ten-plus-priors;on-release","public-servant-victim;cooperation;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","kidnapping-and-hostage-taking","EF-PC-01-006","EF-PC-01-006-B","Kidnapping and Hostage Taking","hostage-taking","Hostage Taking","felony","commercial;economic;felony;government;person;victim-specific;violent","conspiracy","Conspiracy","0.9","0.9","2025","32","360","1033","11","142.14","9359","68","776.74","cooperation;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;firearm-discharged;multiple-victims;prior-conviction:ten-plus-priors;on-release","public-servant-victim;cooperation;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","criminal-threats","EF-PC-01-007","EF-PC-01-007-A","Criminal Threats","criminal-threats","Criminal Threats","misdemeanor","homicide;misdemeanor;person;victim-specific;violent","principal","Principal Actor","1","1","200","1","24.14","120","0","10.95","700","7","96.46","cooperation;voluntary-surrender;first-offense","public-servant-victim;multiple-victims;prior-conviction:ten-plus-priors","public-servant-victim;cooperation;multiple-victims;prior-conviction;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","reckless-endangerment","EF-PC-01-008","EF-PC-01-008-A","Reckless Endangerment","reckless-endangerment","Reckless Endangerment","misdemeanor","misdemeanor;person;victim-specific","principal","Principal Actor","1","1","175","10","113.23","105","3","40.25","880","37","399.66","cooperation;minor-injury;medical-aid-rendered;voluntary-surrender;first-offense","public-servant-victim;firearm-discharged;multiple-victims;occupied-structure-or-vehicle;prior-conviction:ten-plus-priors","public-servant-victim;cooperation;minor-injury;multiple-victims;firearm-discharged;occupied-structure-or-vehicle;medical-aid-rendered;prior-conviction;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","domestic-violence","EF-PC-01-009","EF-PC-01-009-A","Domestic Violence","domestic-violence","Domestic Violence","misdemeanor","misdemeanor;person;victim-specific;violent","principal","Principal Actor","1","1","275","15","166.58","165","5","62.85","602","27","294.54","cooperation;minor-injury;medical-aid-rendered;voluntary-surrender;first-offense","weapon-used;multiple-victims;prior-conviction:ten-plus-priors","cooperation;minor-injury;weapon-used;multiple-victims;medical-aid-rendered;prior-conviction;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","desecration-of-a-human-corpse","EF-PC-01-010","EF-PC-01-010-A","Desecration of a Human Corpse","desecration-of-a-human-corpse","Desecration of a Human Corpse","felony","felony;homicide;person;property-damage;victim-specific;violent","principal","Principal Actor","1","1","1000","30","331.62","600","14","164.49","1750","35","391.83","cooperation;voluntary-surrender;first-offense","prior-conviction:ten-plus-priors","cooperation;prior-conviction;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","torture","EF-PC-01-011","EF-PC-01-011-A","Torture","torture","Torture","felony","felony;person;victim-specific;violent","principal","Principal Actor","1","1","3000","40","454.77","1800","16","202.43","5750","57","645.83","cooperation;medical-aid-rendered;voluntary-surrender;first-offense","multiple-victims;prior-conviction:ten-plus-priors;on-release","cooperation;multiple-victims;medical-aid-rendered;prior-conviction;voluntary-surrender;first-offense;on-release"
"offenses-involving-theft","Offenses Involving Theft","theft-by-property-value","EF-PC-02-001","EF-PC-02-001-A","Theft by Property Value","petty-theft","Petty Theft","infraction","infraction;property;theft","principal","Principal Actor","1","1","400","0","20","75","0","8.66","400","0","20","restitution-made;citation-discretion","","restitution-made;citation-discretion"
"offenses-involving-theft","Offenses Involving Theft","theft-by-property-value","EF-PC-02-001","EF-PC-02-001-B","Theft by Property Value","grand-theft","Grand Theft","misdemeanor","firearm-related;misdemeanor;property;theft;weapon-related","principal","Principal Actor","1","1","850","10","129.15","510","5","72.58","2231","17","217.23","cooperation;voluntary-surrender;first-offense","organized-activity;prior-conviction:ten-plus-priors","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","theft-by-property-value","EF-PC-02-001","EF-PC-02-001-C","Theft by Property Value","grand-larceny","Grand Larceny","felony","felony;property;theft","principal","Principal Actor","1","1","1000","25","281.62","600","12","144.49","3125","48","535.9","cooperation;voluntary-surrender;first-offense","organized-activity;prior-conviction:ten-plus-priors;on-release","cooperation;organized-activity;prior-conviction;on-release;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","EF-PC-02-002-A","Vehicle Theft","grand-theft-auto-a","Grand Theft Auto A","misdemeanor","misdemeanor;property;theft","principal","Principal Actor","1","1","750","10","127.39","450","5","71.21","1969","17","214.37","cooperation;voluntary-surrender;first-offense","organized-activity;prior-conviction:ten-plus-priors","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","EF-PC-02-002-A","Vehicle Theft","grand-theft-auto-a","Grand Theft Auto A","misdemeanor","misdemeanor;property;theft","accessory","Accessory","0.4","0.5","300","5","67.32","180","2","33.42","788","9","118.07","cooperation;voluntary-surrender;first-offense","organized-activity;prior-conviction:ten-plus-priors","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","EF-PC-02-002-B","Vehicle Theft","grand-theft-auto-b","Grand Theft Auto B","felony","felony;property;public-safety;theft;weapon-related","principal","Principal Actor","1","1","1000","20","231.62","600","10","124.49","3781","48","541.49","cooperation;voluntary-surrender;first-offense","weapon-used;organized-activity;prior-conviction:ten-plus-priors;on-release","cooperation;organized-activity;weapon-used;prior-conviction;on-release;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","EF-PC-02-002-B","Vehicle Theft","grand-theft-auto-b","Grand Theft Auto B","felony","felony;property;public-safety;theft;weapon-related","accessory","Accessory","0.4","0.5","400","10","120","240","5","65.49","1813","27","312.58","cooperation;voluntary-surrender;first-offense","weapon-used;organized-activity;prior-conviction:ten-plus-priors;on-release","cooperation;organized-activity;weapon-used;prior-conviction;on-release;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","EF-PC-02-002-C","Vehicle Theft","carjacking","Carjacking","felony","felony;property;theft;violent","principal","Principal Actor","1","1","1500","30","338.73","713","12","146.7","10344","96","1061.71","cooperation;medical-aid-rendered;restitution-made;voluntary-surrender;first-offense","public-servant-victim;firearm-discharged;multiple-victims;organized-activity;prior-conviction:ten-plus-priors;on-release","public-servant-victim;cooperation;restitution-made;organized-activity;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","EF-PC-02-002-C","Vehicle Theft","carjacking","Carjacking","felony","felony;property;theft;violent","attempted","Attempted","0.6","0.6","900","18","210","353","7","88.79","6406","70","780.04","cooperation;medical-aid-rendered;restitution-made;voluntary-surrender;first-offense","public-servant-victim;firearm-discharged;multiple-victims;organized-activity;prior-conviction:ten-plus-priors;on-release","public-servant-victim;cooperation;restitution-made;organized-activity;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","EF-PC-02-002-D","Vehicle Theft","theft-of-an-aircraft","Theft of an Aircraft","felony","felony;property;public-safety;theft","principal","Principal Actor","1","1","5000","35","420.71","2813","17","223.04","13625","65","766.73","cooperation;restitution-made;voluntary-surrender;first-offense","organized-activity;prior-conviction:ten-plus-priors;on-release","cooperation;restitution-made;organized-activity;prior-conviction;on-release;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","EF-PC-02-002-D","Vehicle Theft","theft-of-an-aircraft","Theft of an Aircraft","felony","felony;property;public-safety;theft","attempted","Attempted","0.6","0.6","3000","21","264.77","1613","10","140.16","8375","41","501.52","cooperation;restitution-made;voluntary-surrender;first-offense","organized-activity;prior-conviction:ten-plus-priors;on-release","cooperation;restitution-made;organized-activity;prior-conviction;on-release;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","EF-PC-02-002-E","Vehicle Theft","theft-of-a-law-enforcement-vehicle","Theft of a Law Enforcement Vehicle","felony","felony;government;property;theft","principal","Principal Actor","1","1","10000","40","500","5813","19","266.24","26750","74","903.55","cooperation;restitution-made;voluntary-surrender;first-offense","organized-activity;prior-conviction:ten-plus-priors;on-release","cooperation;restitution-made;organized-activity;prior-conviction;on-release;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","EF-PC-02-002-E","Vehicle Theft","theft-of-a-law-enforcement-vehicle","Theft of a Law Enforcement Vehicle","felony","felony;government;property;theft","attempted","Attempted","0.75","0.6","7500","24","326.6","4313","12","185.67","20188","46","602.08","cooperation;restitution-made;voluntary-surrender;first-offense","organized-activity;prior-conviction:ten-plus-priors;on-release","cooperation;restitution-made;organized-activity;prior-conviction;on-release;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","burglary","EF-PC-02-003","EF-PC-02-003-A","Burglary","burglary","Burglary","misdemeanor","misdemeanor;property;theft","principal","Principal Actor","1","1","500","10","122.36","113","5","60.63","5688","17","245.42","cooperation;restitution-made;voluntary-surrender;first-offense","organized-activity;high-value-loss;prior-conviction:ten-plus-priors","cooperation;restitution-made;organized-activity;high-value-loss;prior-conviction;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","burglary","EF-PC-02-003","EF-PC-02-003-B","Burglary","aggravated-burglary","Aggravated Burglary","felony","felony;property;public-safety;theft","principal","Principal Actor","1","1","1000","25","281.62","413","12","140.32","9305","73","826.46","cooperation;restitution-made;voluntary-surrender;first-offense","weapon-used;multiple-victims;organized-activity;high-value-loss;occupied-structure-or-vehicle;prior-conviction:ten-plus-priors;on-release","cooperation;restitution-made;organized-activity;high-value-loss;occupied-structure-or-vehicle;weapon-used;multiple-victims;prior-conviction;on-release;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","robbery","EF-PC-02-004","EF-PC-02-004-A","Robbery","robbery","Robbery","felony","felony;property;theft;violent","principal","Principal Actor","1","1","1000","30","331.62","351","10","118.73","8703","112","1213.29","cooperation;medical-aid-rendered;restitution-made;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;weapon-used;firearm-discharged;multiple-victims;organized-activity;prior-conviction:ten-plus-priors;on-release","public-servant-victim;cooperation;restitution-made;organized-activity;weapon-used;firearm-discharged;multiple-victims;medical-aid-rendered;prior-conviction;minimal-participation;on-release;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","robbery","EF-PC-02-004","EF-PC-02-004-A","Robbery","robbery","Robbery","felony","felony;property;theft;violent","attempted","Attempted","0.6","0.6","600","18","204.49","147","6","72.12","5422","79","863.63","cooperation;medical-aid-rendered;restitution-made;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;weapon-used;firearm-discharged;multiple-victims;organized-activity;prior-conviction:ten-plus-priors;on-release","public-servant-victim;cooperation;restitution-made;organized-activity;weapon-used;firearm-discharged;multiple-victims;medical-aid-rendered;prior-conviction;minimal-participation;on-release;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","robbery","EF-PC-02-004","EF-PC-02-004-A","Robbery","robbery","Robbery","felony","felony;property;theft;violent","accessory","Accessory","0.2","0.48","200","14","158.14","0","5","50","2141","70","746.27","cooperation;medical-aid-rendered;restitution-made;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;weapon-used;firearm-discharged;multiple-victims;organized-activity;prior-conviction:ten-plus-priors;on-release","public-servant-victim;cooperation;restitution-made;organized-activity;weapon-used;firearm-discharged;multiple-victims;medical-aid-rendered;prior-conviction;minimal-participation;on-release;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","robbery","EF-PC-02-004","EF-PC-02-004-A","Robbery","robbery","Robbery","felony","felony;property;theft;violent","conspiracy","Conspiracy","0.9","0.9","900","27","300","300","9","107.32","7883","104","1128.79","cooperation;medical-aid-rendered;restitution-made;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;weapon-used;firearm-discharged;multiple-victims;organized-activity;prior-conviction:ten-plus-priors;on-release","public-servant-victim;cooperation;restitution-made;organized-activity;weapon-used;firearm-discharged;multiple-victims;medical-aid-rendered;prior-conviction;minimal-participation;on-release;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","leaving-without-paying","EF-PC-02-005","EF-PC-02-005-A","Leaving Without Paying","leaving-without-paying","Leaving Without Paying","infraction","infraction;property;theft","principal","Principal Actor","1","1","300","0","17.32","25","0","5","300","0","17.32","restitution-made;citation-discretion","","restitution-made;citation-discretion"
"offenses-involving-theft","Offenses Involving Theft","possession-of-nonlegal-currency","EF-PC-02-006","EF-PC-02-006-A","Possession of Nonlegal Currency","possession-of-nonlegal-currency","Possession of Nonlegal Currency","misdemeanor","misdemeanor;possession;property;theft","principal","Principal Actor","1","1","750","10","127.39","450","5","71.21","1969","17","214.37","cooperation;voluntary-surrender;first-offense","organized-activity;prior-conviction:ten-plus-priors","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","possession-of-government-issued-items","EF-PC-02-007","EF-PC-02-007-A","Possession of Government-Issued Items","minor-possession-of-government-issued-items","Minor Possession of Government-Issued Items","misdemeanor","government;misdemeanor;possession;property;theft","principal","Principal Actor","1","1","500","10","122.36","300","5","67.32","1313","17","206.24","cooperation;voluntary-surrender;first-offense","organized-activity;prior-conviction:ten-plus-priors","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","possession-of-government-issued-items","EF-PC-02-007","EF-PC-02-007-B","Possession of Government-Issued Items","restricted-government-issued-items","Restricted Government-Issued Items","felony","felony;firearm-related;government;identity-document;licensing-status;possession;property;theft;weapon-related","principal","Principal Actor","1","1","1500","22","258.73","900","11","140","8813","43","523.88","cooperation;voluntary-surrender;first-offense","organized-activity;high-value-loss;prior-conviction:ten-plus-priors;on-release","cooperation;organized-activity;high-value-loss;prior-conviction;on-release;voluntary-surrender;first-offense"
