"categoryId","categoryTitle","chargeId","chargeCode","degreeCode","chargeTitle","chargeDescription","degreeId","degreeLabel","classification","tags","severityScore","baseFine","baseTime","modifierIds","liabilityOptions","legalOverview","legalPrinciples","hasLegalPrinciples"
"offenses-against-persons","Offenses Against Persons","kidnapping-and-hostage-taking","EF-PC-01-006","EF-PC-01-006-B","Kidnapping and Hostage Taking","Abduction, confinement, movement, or holding of a person against their will, including leverage-based hostage conduct.","hostage-taking","Hostage Taking","felony","commercial;economic;felony;government;person;victim-specific;violent","397.4","2250","35","public-servant-victim;cooperation;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense","principal fine x1 time x1;attempted fine x0.6 time x0.6;accessory fine x0.2 time x0.5;conspiracy fine x0.9 time x0.9","Hostage taking is kidnapping or confinement used as leverage to compel a demand.","The suspect must hold, threaten, or control a victim to force another person or entity to act, refrain from acting, pay, release someone, provide property, or meet another demand. | A threat to kill or harm the hostage is strongly aggravating but the core issue is using the victim as leverage. | Reports should document the hostage, demand, target of the demand, threats, weapons, communications, duration, rescue or release facts, and each participant's role.","True"
"offenses-against-persons","Offenses Against Persons","criminal-threats","EF-PC-01-007","EF-PC-01-007-A","Criminal Threats","Threats of physical harm or death that place another person in reasonable fear for safety.","criminal-threats","Criminal Threats","misdemeanor","homicide;misdemeanor;person;victim-specific;violent","24.1","200","1","public-servant-victim;cooperation;multiple-victims;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Criminal threats focuses on communicated threats that create reasonable fear of harm or death.","The threat may be verbal, written, electronic, gestural, or communicated through another medium. | The threat should be specific or immediate enough to create reasonable fear, not mere insult, joke, vague anger, or protected expression. | Reports should document exact words or messages, context, recipient reaction, relationship history, ability to carry out the threat, witnesses, and screenshots or recordings.","True"
"offenses-against-persons","Offenses Against Persons","reckless-endangerment","EF-PC-01-008","EF-PC-01-008-A","Reckless Endangerment","Reckless conduct creating a substantial risk of serious physical injury to another person.","reckless-endangerment","Reckless Endangerment","misdemeanor","misdemeanor;person;victim-specific","113.2","175","10","public-servant-victim;cooperation;minor-injury;multiple-victims;firearm-discharged;occupied-structure-or-vehicle;medical-aid-rendered;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Reckless endangerment focuses on dangerous conduct that creates a serious risk of injury even if no injury occurs.","The risk must be substantial, unjustifiable, and directed at or likely to affect another person. | If actual injury occurs, assault, battery, or homicide-family charges may better fit or may apply in addition depending on policy. | Reports should document the dangerous act, people placed at risk, distance and circumstances, warnings ignored, injuries if any, and why the conduct was reckless.","True"
"offenses-against-persons","Offenses Against Persons","domestic-violence","EF-PC-01-009","EF-PC-01-009-A","Domestic Violence","Violence, force, threats, or coercive abuse committed against an intimate partner, family member, household member, co-parent, or comparable domestic relation.","domestic-violence","Domestic Violence","misdemeanor","misdemeanor;person;victim-specific;violent","166.6","275","15","cooperation;minor-injury;weapon-used;multiple-victims;medical-aid-rendered;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Domestic violence focuses on violence, threats, or coercive abuse within protected domestic relationships.","The protected relationship may include current or former intimate partners, spouses, dating partners, family members, household members, co-parents, or comparable domestic relations. | The conduct may involve unlawful force, offensive contact, credible threats, intimidation, restraint, or coercive abusive conduct directed at the protected person. | Use assault, battery, aggravated battery, kidnapping, criminal threats, or other specific offenses when the facts independently satisfy those charges, especially where injury, weapons, restraint, or repeated violence are present. | Reports should document the relationship, victim statements, injuries or threats, witnesses, prior related incidents if known, protective orders, weapons, and any immediate safety needs.","True"
"offenses-against-persons","Offenses Against Persons","desecration-of-a-human-corpse","EF-PC-01-010","EF-PC-01-010-A","Desecration of a Human Corpse","Mutilation, concealment, destruction, or degrading treatment of a human corpse after death.","desecration-of-a-human-corpse","Desecration of a Human Corpse","felony","felony;homicide;person;property-damage;victim-specific;violent","331.6","1000","30","cooperation;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Desecration of a human corpse focuses on unlawful or degrading treatment of a body after death.","The conduct must occur after death and involve mutilation, destruction, concealment, scattering, burning, disfigurement, or comparable degradation. | Lawful medical, emergency, coroner, funeral, or recovery activity should not be charged when performed within authorized duties. | Reports should document condition of the body, act committed, timing relative to death, location, evidence of concealment or destruction, and any lawful authority claimed.","True"
"offenses-against-persons","Offenses Against Persons","torture","EF-PC-01-011","EF-PC-01-011-A","Torture","Intentional infliction of extreme pain or suffering for punishment, coercion, revenge, extortion, interrogation, or sadistic purpose.","torture","Torture","felony","felony;person;victim-specific;violent","454.8","3000","40","cooperation;multiple-victims;medical-aid-rendered;prior-conviction;voluntary-surrender;first-offense;on-release","principal fine x1 time x1","Torture focuses on intentional infliction of extreme pain or suffering for a prohibited purpose.","The pain or suffering should be extreme and intentionally inflicted, not merely incidental to a lesser assault or battery. | Intentional and unlawful conduct causing permanent disability, disfigurement, or deprivation of a limb, organ, or other body part should be charged under torture when supported by the facts, including when the harm is inflicted for punishment, coercion, interrogation, revenge, extortion, intimidation, or sadistic gratification. | The purpose may include punishment, coercion, interrogation, revenge, extortion, intimidation, or sadistic gratification. | Accessory liability should be used when a person knowingly assists, enables, conceals, transports, guards, or otherwise helps the torture without personally inflicting the extreme pain or suffering as the principal actor. | Reports should document the acts causing pain, duration, injuries, restraint or threats, statements showing purpose, medical evidence, and victim or witness accounts.","True"
"offenses-involving-theft","Offenses Involving Theft","theft-by-property-value","EF-PC-02-001","EF-PC-02-001-A","Theft by Property Value","Theft offenses based on the value or protected class of personal property taken without consent.","petty-theft","Petty Theft","infraction","infraction;property;theft","20","400","0","restitution-made;citation-discretion","principal fine x1 time x1","Petty Theft covers lower-value property takings where consent and intent to deprive are the key facts.","The property must belong to another person, business, or entity. | The value must be $2,000 or less based on available receipts, market value, or reasonable estimate. | Reports should document ownership, lack of consent, property value, recovery status, and suspect intent.","True"
"offenses-involving-theft","Offenses Involving Theft","theft-by-property-value","EF-PC-02-001","EF-PC-02-001-B","Theft by Property Value","Theft offenses based on the value or protected class of personal property taken without consent.","grand-theft","Grand Theft","misdemeanor","firearm-related;misdemeanor;property;theft;weapon-related","129.2","850","10","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Grand Theft applies to mid-value property takings and firearm theft regardless of firearm value.","The value threshold must be supported by evidence such as receipts, market comparisons, or owner statements. | A stolen firearm qualifies even when its value is below the ordinary grand-theft threshold. | Reports should distinguish simple property taking from robbery, burglary, or vehicle theft when those elements are present.","True"
"offenses-involving-theft","Offenses Involving Theft","theft-by-property-value","EF-PC-02-001","EF-PC-02-001-C","Theft by Property Value","Theft offenses based on the value or protected class of personal property taken without consent.","grand-larceny","Grand Larceny","felony","felony;property;theft","281.6","1000","25","cooperation;organized-activity;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Grand Larceny is the highest ordinary property-value theft tier.","The property value must exceed $15,000. | Use the best available valuation evidence and document how value was calculated. | If the taking involved force, entry into a structure, or a vehicle, consider whether another theft-family offense better fits the conduct.","True"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","EF-PC-02-002-A","Vehicle Theft","Vehicle theft offenses involving unlawful taking or control of motor vehicles, aircraft, or protected government vehicles.","grand-theft-auto-a","Grand Theft Auto A","misdemeanor","misdemeanor;property;theft","127.4","750","10","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1;accessory fine x0.4 time x0.5","Grand Theft Auto A covers ordinary unlawful taking or control of a motor vehicle without aggravating circumstances.","Vehicle value is not required for this degree. | The suspect must lack consent from the owner or lawful possessor. | Accessory liability should be used when a person knowingly assists, enables, conceals, stores, transports, scouts for, or otherwise helps the vehicle theft without personally taking or controlling the vehicle as the principal actor. | Use this degree for ordinary unattended or nonviolent vehicle theft; if the theft involves weapons, another felony, occupied taking, aircraft, or protected law-enforcement vehicles, evaluate the more specific degree. | Reports should document vehicle ownership, how control was taken, location recovered, damage, and any statements showing intent.","True"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","EF-PC-02-002-B","Vehicle Theft","Vehicle theft offenses involving unlawful taking or control of motor vehicles, aircraft, or protected government vehicles.","grand-theft-auto-b","Grand Theft Auto B","felony","felony;property;public-safety;theft;weapon-related","231.6","1000","20","cooperation;organized-activity;weapon-used;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1;accessory fine x0.4 time x0.5","Grand Theft Auto B is the aggravated motor-vehicle theft tier for armed, felony-connected, or elevated-risk vehicle theft.","The vehicle theft elements must be satisfied first. | The aggravating fact must be tied to the theft event, such as being armed, committing another felony, using the vehicle to facilitate another felony, or creating a serious public-safety risk. | Accessory liability should be used when a person knowingly assists, enables, conceals, stores, transports, scouts for, or otherwise helps the aggravated vehicle theft without personally taking or controlling the vehicle as the principal actor. | Do not use this degree for theft of a law-enforcement vehicle; that protected vehicle degree remains separate. | Reports should document the separate felony, weapon, pursuit, danger, or facilitation facts instead of relying only on the vehicle theft.","True"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","EF-PC-02-002-C","Vehicle Theft","Vehicle theft offenses involving unlawful taking or control of motor vehicles, aircraft, or protected government vehicles.","carjacking","Carjacking","felony","felony;property;theft;violent","338.7","1500","30","public-servant-victim;cooperation;restitution-made;organized-activity;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1;attempted fine x0.6 time x0.6","Carjacking focuses on vehicle theft from a person rather than unattended vehicle theft.","The vehicle must be taken from a person, their immediate presence, or while being operated. | Attempted liability should be used when the suspect takes a direct step toward taking an occupied or controlled vehicle from a person or immediate presence, but the vehicle is not actually taken. | Force, intimidation, or threats should be documented when present, even if not required by the short title. | Reports should identify the occupant, driver, or person in immediate control of the vehicle.","True"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","EF-PC-02-002-D","Vehicle Theft","Vehicle theft offenses involving unlawful taking or control of motor vehicles, aircraft, or protected government vehicles.","theft-of-an-aircraft","Theft of an Aircraft","felony","felony;property;public-safety;theft","420.7","5000","35","cooperation;restitution-made;organized-activity;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1;attempted fine x0.6 time x0.6","Theft of an Aircraft is a protected vehicle-theft degree for aircraft.","Aircraft status should be documented by registration, ownership, or operational control. | Consent from the owner or authorized operator is the central issue. | Reports should document flight, attempted flight, movement, damage, recovery, and safety risks created by the theft.","True"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","EF-PC-02-002-E","Vehicle Theft","Vehicle theft offenses involving unlawful taking or control of motor vehicles, aircraft, or protected government vehicles.","theft-of-a-law-enforcement-vehicle","Theft of a Law Enforcement Vehicle","felony","felony;government;property;theft","500","10000","40","cooperation;restitution-made;organized-activity;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1;attempted fine x0.75 time x0.6","Theft of a Law Enforcement Vehicle is a protected vehicle-theft degree based on agency ownership or use.","The vehicle must be tied to a law enforcement agency by ownership, assignment, or official use. | The suspect must lack authorization to possess or operate it. | Reports should document agency ownership, equipment present, recovery status, and any public-safety risk.","True"
"offenses-involving-theft","Offenses Involving Theft","burglary","EF-PC-02-003","EF-PC-02-003-A","Burglary","Unlawful entry into a structure with intent to commit a criminal offense or remain without permission, with felony treatment for occupied, residential, forced-entry, weapon-related, or high-risk burglary.","burglary","Burglary","misdemeanor","misdemeanor;property;theft","122.4","500","10","cooperation;restitution-made;organized-activity;high-value-loss;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Burglary focuses on unlawful entry or remaining with criminal intent where the entry does not create the elevated risk required for aggravated burglary.","Unlawful entry alone is not enough; document the intended or completed offense. | Permission may be limited by time, place, purpose, or revocation. | Use this degree for ordinary commercial, unoccupied, storage, vehicle-yard, or secured-area entries without force, weapons, occupied-structure risk, or home-invasion facts. | If the structure is occupied, residential, forcibly entered, weapon-related, or tied to high-value theft or serious danger, evaluate Aggravated Burglary. | Reports should document entry method, owner or agent statements, security footage, tools, stolen property, and suspect intent.","True"
"offenses-involving-theft","Offenses Involving Theft","burglary","EF-PC-02-003","EF-PC-02-003-B","Burglary","Unlawful entry into a structure with intent to commit a criminal offense or remain without permission, with felony treatment for occupied, residential, forced-entry, weapon-related, or high-risk burglary.","aggravated-burglary","Aggravated Burglary","felony","felony;property;public-safety;theft","281.6","1000","25","cooperation;restitution-made;organized-activity;high-value-loss;occupied-structure-or-vehicle;weapon-used;multiple-victims;prior-conviction;on-release;voluntary-surrender;first-offense","principal fine x1 time x1","Aggravated Burglary applies when unlawful entry with criminal intent creates elevated danger through occupancy, residence, forced entry, weapons, high-value theft, or serious security risk.","The burglary elements must be satisfied first: unlawful entry or remaining plus intent to commit a criminal offense inside. | Aggravation may be shown by residential entry, occupied structure or vehicle risk, forced entry, weapon use, high-value theft intent, multiple victims, or entry into a secured high-risk area. | This degree should not be used merely because property was stolen from an unoccupied commercial or storage location. | If force or fear is used against a person during the taking, evaluate Robbery or Carjacking as appropriate. | Reports should document the location type, occupancy facts, entry method, tools or weapons, intended offense, property taken or targeted, victims endangered, and security footage or witness evidence.","True"
"offenses-involving-theft","Offenses Involving Theft","robbery","EF-PC-02-004","EF-PC-02-004-A","Robbery","Theft from a person or immediate presence by force, intimidation, fear, or threat.","robbery","Robbery","felony","felony;property;theft;violent","331.6","1000","30","public-servant-victim;cooperation;restitution-made;organized-activity;weapon-used;firearm-discharged;multiple-victims;medical-aid-rendered;prior-conviction;minimal-participation;on-release;voluntary-surrender;first-offense","principal fine x1 time x1;attempted fine x0.6 time x0.6;accessory fine x0.2 time x0.48;conspiracy fine x0.9 time x0.9","Robbery is theft elevated by force, intimidation, fear, or taking from immediate presence.","The property must be taken from a person, business, or immediate presence against the victim's will. | Force or intimidation must be connected to the taking, escape, or retention of property. | If a weapon or dangerous instrument was used, apply the weapon-used modifier rather than creating a separate armed degree.","True"
"offenses-involving-theft","Offenses Involving Theft","leaving-without-paying","EF-PC-02-005","EF-PC-02-005-A","Leaving Without Paying","Leaving a billed premises without paying for goods or services received.","leaving-without-paying","Leaving Without Paying","infraction","infraction;property;theft","17.3","300","0","restitution-made;citation-discretion","principal fine x1 time x1","Leaving Without Paying covers low-level theft of billed goods or services.","The person must have received or accepted a billed good or service. | The nonpayment must be knowing rather than a good-faith billing dispute. | Reports should document the bill, amount due, opportunity to pay, suspect departure, and any statements showing intent.","True"
"offenses-involving-theft","Offenses Involving Theft","possession-of-nonlegal-currency","EF-PC-02-006","EF-PC-02-006-A","Possession of Nonlegal Currency","Possession, use, or attempted use of fraudulent currency represented as lawful money.","possession-of-nonlegal-currency","Possession of Nonlegal Currency","misdemeanor","misdemeanor;possession;property;theft","127.4","750","10","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","This degree covers counterfeit or fraudulent currency handled as if it were legal money.","The item must be represented or intended to be used as lawful currency. | Mere accidental receipt may not be enough without knowledge or attempted use. | Reports should document the currency, transaction context, suspect statements, and any additional counterfeit items or tools.","True"
